studentID,gender,age,course,feederSchoolType,civilStatus,familyMonthlyIncome,religion,barangay
21-02599,Female,19,BSHM,Private,Widower,14011,Islam,Pateros
21-02600,Male,33,BSHM,Public,Single,102350,Born - Again Christian,Rosario
21-02601,Male,21,BSA,Public,Widower,84568,Baptist,Bulacan
21-02602,Male,18,BSHM,Public,Widower,120649,Aglipay,Kapasigan
21-02603,Male,32,ABPSYCH,Public,Living with Partner,130738,LDS Mormon,Malinao
21-02604,Female,16,BSN,Public,Married,131218,Born - Again Christian,Caniogan
21-02605,Male,18,BSA,Public,Living with Partner,105897,Iglesia Ni Cristo,Marikina City
21-02606,Male,35,BSED-ENG,Private,Single Parent,124665,Methodist,Bambang
21-02607,Female,22,ABPSYCH,Private,Married,55161,Baptist,Mandaluyong City
21-02608,Female,22,BSHM,Private,Separated,82307,Baptist,Pinagbuhatan
21-02609,Female,26,BSED-FIL,Private,Living with Partner,73068,Seventh-Day Adventist,"Montalban, Rizal"
21-02610,Female,30,BEED,Private,Widower,27877,Islam,Santa Lucia
21-02611,Female,30,BSA,Public,Single,104702,Jehovah's Witness,Pineda
21-02612,Female,20,BSN,Private,Married,69613,Born - Again Christian,Santo Tomas
21-02613,Male,22,BSED-MATH,Public,Living with Partner,85406,LDS Mormon,Marikina City
21-02614,Male,35,BSED-MATH,Private,Single,74083,World Mission Society Church of God,Pinagbuhatan
21-02615,Female,27,BSECE,Public,Living with Partner,107479,Born - Again Christian,Santa Cruz
21-02616,Male,18,BSIT,Private,Married,11074,Seventh-Day Adventist,Binangonan
21-02617,Male,25,ABPSYCH,Private,Living with Partner,89948,Seventh-Day Adventist,Kapitolyo
21-02618,Female,18,BSED-MATH,Public,Single Parent,78986,Undetermined,Sagad
21-02619,Female,33,BSECE,Private,Living with Partner,43494,Members Church of God International,San Miguel
21-02620,Male,16,BSIT,Public,Separated,108426,Jehovah's Witness,Dela Paz
21-02621,Male,25,ABPSYCH,Private,Married,40309,Atheist,San Joaquin
21-02622,Female,27,BSN,Private,Single Parent,45584,Baptist,San Nicolas
21-02623,Male,30,BSHM,Private,Married,83379,Aglipay,Oranbo
21-02624,Female,21,BSED-ENG,Public,Widower,47493,Agnostic,Quezon City
21-02625,Male,25,BSA,Public,Married,136411,The Church of Jesus Christ of Latter-Day Saints,Santa Cruz
21-02626,Female,30,BEED,Private,Separated,118253,Members Church of God International,Catanduanes
21-02627,Female,28,BSECE,Public,Married,46088,Islam,Binangonan
21-02628,Male,33,BSCS,Public,Living with Partner,115571,Members Church of God International,Kapasigan
21-02629,Male,24,BSED-ENG,Public,Single Parent,20840,Members Church of God International,Santolan
21-02630,Male,28,BEED,Private,Married,34943,Methodist,Cainta
21-02631,Male,32,BSED-ENG,Public,Single Parent,35605,LDS Mormon,Cavite
21-02632,Female,26,BSED-FIL,Private,Single,99204,Seventh-Day Adventist,Catanduanes
21-02633,Male,34,BSECE,Private,Married,128319,Atheist,Pineda
21-02634,Female,26,BSIT,Public,Living with Partner,33903,Roman Catholic,Ugong
21-02635,Female,31,BSN,Public,Separated,58709,Baptist,Santolan
21-02636,Male,17,BSA,Private,Living with Partner,56039,Aglipay,Oranbo
21-02637,Female,26,BSED-FIL,Public,Separated,67471,Islam,Maybunga
21-02638,Male,28,BSCS,Private,Widower,20111,Islam,Buting
21-02639,Male,27,BSHM,Public,Widower,98132,Agnostic,Mandaluyong City
21-02640,Male,28,BSBA,Private,Single Parent,18541,The Church of Jesus Christ of Latter-Day Saints,Pinagbuhatan
21-02641,Male,35,BSN,Private,Widower,53617,Seventh-Day Adventist,Pateros
21-02642,Male,24,BSN,Private,Single,22805,Born - Again Christian,Marikina City
21-02643,Male,23,BSED-ENG,Public,Living with Partner,116581,Agnostic,Binangonan
21-02644,Female,24,BSBA,Public,Married,35593,Atheist,Malinao
21-02645,Female,30,ABPSYCH,Public,Single,89980,LDS Mormon,Quezon City
21-02646,Male,18,BSHM,Public,Single Parent,90809,Roman Catholic,Pineda
21-02647,Male,34,BSHM,Private,Single,98209,The Church of Jesus Christ of Latter-Day Saints,San Miguel
21-02648,Male,21,BSED-MATH,Private,Separated,22299,Iglesia Ni Cristo,San Antonio
21-02649,Female,20,BSED-FIL,Private,Widower,44938,Seventh-Day Adventist,Quezon City
21-02650,Male,35,BSA,Public,Single Parent,120582,Baptist,Bulacan
21-02651,Female,24,BSIT,Private,Single Parent,122186,Seventh-Day Adventist,Santa Rosa
21-02652,Male,21,BSA,Private,Single Parent,89911,Born - Again Christian,Santolan
21-02653,Female,21,BSN,Public,Widower,85872,Baptist,Kapasigan
21-02654,Male,33,BSIT,Public,Single Parent,37381,Baptist,Teresa
21-02655,Female,16,BEED,Private,Single,51874,Agnostic,Dela Paz
21-02656,Female,20,BSED-ENG,Private,Living with Partner,76673,LDS Mormon,Santa Lucia
21-02657,Female,27,BSED-MATH,Private,Married,91740,Baptist,San Joaquin
21-02658,Female,30,ABPSYCH,Public,Single Parent,132829,Baptist,Manggahan
21-02659,Male,22,BSECE,Public,Single Parent,137473,Jehovah's Witness,Caniogan
21-02660,Male,23,BSED-ENG,Private,Separated,91760,Baptist,Sagad
21-02661,Male,34,BSA,Public,Living with Partner,58734,Protestant/Pentecostal,Bulacan
21-02662,Male,16,BSHM,Private,Single,32017,Atheist,Ugong
21-02663,Male,21,BSED-FIL,Private,Married,50728,Roman Catholic,Malinao
21-02664,Male,21,BSED-ENG,Private,Living with Partner,55129,Roman Catholic,Santa Lucia
21-02665,Female,33,BSECE,Private,Living with Partner,40995,The Church of Jesus Christ of Latter-Day Saints,Bagong Katipunan
21-02666,Male,17,BSN,Public,Married,139108,Roman Catholic,Cavite
21-02667,Female,34,BSED-ENG,Public,Single,139305,Baptist,Santo Tomas
21-02668,Female,19,BSED-ENG,Private,Living with Partner,20030,Atheist,Binangonan
21-02669,Female,31,ABPSYCH,Private,Married,121587,Baptist,Dela Paz
21-02670,Male,23,BSED-FIL,Public,Married,111368,Seventh-Day Adventist,Mandaluyong City
21-02671,Male,29,BSIT,Public,Single,53735,Protestant/Pentecostal,Bambang
21-02672,Female,21,BSCS,Public,Single Parent,43382,Seventh-Day Adventist,Sagad
21-02673,Male,21,BSCS,Public,Widower,90866,LDS Mormon,San Miguel
21-02674,Female,33,BSN,Private,Single Parent,27778,Jehovah's Witness,Cavite
21-02675,Female,28,BSA,Private,Single,138275,Undetermined,Taguig City
21-02676,Female,23,ABPSYCH,Private,Separated,55232,Jehovah's Witness,Teresa
21-02677,Female,32,BSIT,Private,Married,81928,Protestant/Pentecostal,Bulacan
21-02678,Female,26,BSIT,Private,Married,102701,Atheist,Buting
21-02679,Male,28,BSED-ENG,Public,Single,89114,LDS Mormon,Oranbo
21-02680,Male,32,BSIT,Public,Single Parent,16207,Protestant/Pentecostal,Catanduanes
21-02681,Female,20,BSHM,Private,Single,72830,Protestant/Pentecostal,Binangonan
21-02682,Male,32,BEED,Public,Living with Partner,135951,Aglipay,Santolan
21-02683,Female,26,BSCS,Public,Separated,96789,Baptist,Kapasigan
21-02684,Female,28,BSED-MATH,Public,Single,114898,Atheist,Sagad
21-02685,Female,16,BSHM,Private,Single,55679,Undetermined,Santolan
21-02686,Female,19,BSA,Private,Widower,46486,Jehovah's Witness,Malinao
21-02687,Male,29,BEED,Public,Single Parent,20351,Baptist,Caniogan
21-02688,Male,33,ABPSYCH,Public,Single,135197,LDS Mormon,Rosario
21-02689,Female,24,BEED,Private,Single Parent,17746,No Religion,Santa Cruz
21-02690,Male,26,BSED-ENG,Public,Living with Partner,133912,Atheist,Quezon City
21-02691,Male,31,BSED-MATH,Private,Single Parent,59958,Members Church of God International,Binangonan
21-02692,Male,16,BEED,Public,Single,96797,World Mission Society Church of God,San Miguel
21-02693,Male,29,BSIT,Public,Married,39318,World Mission Society Church of God,Pateros
21-02694,Male,22,BSED-FIL,Private,Single Parent,129871,Members Church of God International,Santa Cruz
21-02695,Male,20,BSN,Private,Single,85829,Protestant/Pentecostal,Bulacan
21-02696,Male,22,ABPSYCH,Public,Single,91435,Atheist,Antipolo
21-02697,Male,26,BEED,Private,Living with Partner,71788,No Religion,Bambang
21-02698,Female,17,BSED-ENG,Private,Living with Partner,23088,Agnostic,Antipolo
21-02699,Male,34,BSCS,Public,Married,50210,Protestant/Pentecostal,Cavite
21-02700,Female,23,BSECE,Public,Separated,110508,Protestant/Pentecostal,Taguig City
21-02701,Female,34,BSIT,Public,Living with Partner,65061,Methodist,Pinagbuhatan
21-02702,Male,29,ABPSYCH,Public,Married,107703,Agnostic,Teresa
21-02703,Male,27,BSBA,Public,Single Parent,68383,Seventh-Day Adventist,Pinagbuhatan
21-02704,Female,29,BEED,Private,Widower,26201,World Mission Society Church of God,Kalawaan
21-02705,Female,30,BSHM,Public,Single Parent,103317,Iglesia Ni Cristo,Pineda
21-02706,Female,16,BSECE,Public,Separated,27834,LDS Mormon,Santo Tomas
21-02707,Female,19,BSCS,Public,Single Parent,97770,Jehovah's Witness,Cainta
21-02708,Male,30,BSED-ENG,Public,Single,31013,Undetermined,Rosario
21-02709,Female,18,BSBA,Private,Single Parent,58433,Methodist,Cainta
21-02710,Male,23,BSBA,Public,Living with Partner,135183,Protestant/Pentecostal,Buting
21-02711,Male,28,BSBA,Private,Single,100370,Protestant/Pentecostal,Caniogan
21-02712,Male,18,BSCS,Private,Single Parent,75697,Roman Catholic,Pineda
21-02713,Male,28,BEED,Public,Living with Partner,62840,Methodist,Kapasigan
21-02714,Male,34,BSED-ENG,Private,Separated,70008,Undetermined,Cavite
21-02715,Female,23,BSECE,Private,Widower,78890,Islam,Pateros
21-02716,Female,32,BSBA,Public,Single,133238,Members Church of God International,Santo Tomas
21-02717,Male,34,BSED-FIL,Public,Widower,111516,No Religion,Bambang
21-02718,Male,29,ABPSYCH,Public,Single,52142,Roman Catholic,Catanduanes
21-02719,Male,34,BSBA,Public,Single,42992,World Mission Society Church of God,Rosario
21-02720,Female,22,BSCS,Public,Married,47457,Protestant/Pentecostal,Caniogan
21-02721,Female,33,BSCS,Public,Single,118303,The Church of Jesus Christ of Latter-Day Saints,San Jose
21-02722,Female,22,BSED-ENG,Private,Married,107580,Protestant/Pentecostal,Santo Tomas
21-02723,Female,23,BSED-FIL,Public,Single Parent,33039,World Mission Society Church of God,Bambang
21-02724,Female,30,BSED-MATH,Private,Married,15426,Aglipay,Catanduanes
21-02725,Female,18,BSHM,Public,Widower,109964,Roman Catholic,Buting
21-02726,Female,16,BSED-ENG,Private,Separated,72520,Members Church of God International,Kalawaan
21-02727,Male,28,BSA,Public,Married,16839,Aglipay,Malinao
21-02728,Male,16,BSED-ENG,Public,Single,134640,Baptist,Rosario
21-02729,Female,35,BSED-ENG,Public,Separated,35106,The Church of Jesus Christ of Latter-Day Saints,Rosario
21-02730,Male,33,BSED-MATH,Private,Single,52213,World Mission Society Church of God,Ugong
21-02731,Female,24,BSBA,Private,Widower,101439,Jehovah's Witness,Kalawaan
21-02732,Male,34,BSIT,Public,Single Parent,67956,The Church of Jesus Christ of Latter-Day Saints,Palatiw
21-02733,Female,32,BEED,Private,Widower,28476,Undetermined,Mandaluyong City
21-02734,Male,33,BSA,Public,Widower,101209,Islam,Santo Tomas
21-02735,Female,30,BSED-ENG,Private,Living with Partner,61190,Born - Again Christian,Bagong Ilog
21-02736,Female,23,ABPSYCH,Public,Separated,65412,Jehovah's Witness,Rosario
21-02737,Male,18,BSN,Public,Married,118108,Roman Catholic,Pinagbuhatan
21-02738,Male,27,BSA,Public,Married,71796,Undetermined,Caniogan
21-02739,Female,24,BSED-ENG,Private,Living with Partner,121510,Roman Catholic,Bulacan
21-02740,Male,34,BSCS,Private,Married,88317,Agnostic,Catanduanes
21-02741,Male,33,BSBA,Private,Single Parent,95136,Baptist,San Miguel
21-02742,Male,23,BSED-FIL,Private,Married,40524,The Church of Jesus Christ of Latter-Day Saints,Quezon City
21-02743,Female,34,BSED-MATH,Private,Single,80821,Born - Again Christian,Kapasigan
21-02744,Male,25,BSIT,Private,Living with Partner,138375,Aglipay,Catanduanes
21-02745,Male,20,BSN,Private,Single,35953,Islam,Sagad
21-02746,Male,34,BSBA,Private,Single Parent,24302,LDS Mormon,Santo Tomas
21-02747,Female,28,BSBA,Private,Single Parent,33032,Islam,Pinagbuhatan
21-02748,Female,17,BSED-ENG,Public,Single Parent,103640,Members Church of God International,Bagong Ilog
21-02749,Male,24,BSCS,Private,Widower,102437,Roman Catholic,Marikina City
21-02750,Male,16,BSCS,Public,Single Parent,91946,Members Church of God International,San Jose
21-02751,Male,32,BSECE,Private,Separated,49519,Undetermined,Marikina City
21-02752,Female,22,BSBA,Private,Single,12810,Jehovah's Witness,Malinao
21-02753,Male,26,BSED-FIL,Private,Single Parent,114833,Methodist,Taguig City
21-02754,Male,23,BSED-MATH,Public,Living with Partner,78075,Agnostic,"Montalban, Rizal"
21-02755,Female,20,BSED-FIL,Private,Widower,90027,The Church of Jesus Christ of Latter-Day Saints,Cavite
21-02756,Male,34,BSED-FIL,Public,Living with Partner,92632,Baptist,Cavite
21-02757,Male,26,BSIT,Public,Single,56818,Jehovah's Witness,Bulacan
21-02758,Male,22,BSHM,Private,Married,21199,Born - Again Christian,San Jose
21-02759,Male,25,BSHM,Public,Separated,123512,Agnostic,Mandaluyong City
21-02760,Female,31,BSED-FIL,Private,Single Parent,118402,LDS Mormon,Maybunga
21-02761,Female,18,BSHM,Public,Widower,106676,World Mission Society Church of God,Cavite
21-02762,Male,25,BSED-FIL,Private,Living with Partner,113351,Iglesia Ni Cristo,Bambang
21-02763,Female,18,BSHM,Public,Single,70170,Atheist,Catanduanes
21-02764,Female,27,BSBA,Private,Married,131856,The Church of Jesus Christ of Latter-Day Saints,Taguig City
21-02765,Male,16,BSED-ENG,Private,Widower,85628,Islam,Santa Cruz
21-02766,Female,24,BSHM,Private,Widower,93077,Islam,Dela Paz
21-02767,Female,24,BSED-ENG,Private,Single,14883,Aglipay,Bagong Katipunan
21-02768,Female,34,BSED-ENG,Public,Single,17442,LDS Mormon,San Miguel
21-02769,Male,32,BSCS,Private,Widower,122691,Atheist,Taguig City
21-02770,Female,33,BSIT,Private,Widower,137777,Protestant/Pentecostal,Kapasigan
21-02771,Male,34,BSHM,Public,Single,79684,Islam,Caniogan
21-02772,Male,28,BSIT,Public,Single Parent,31191,Jehovah's Witness,Kapitolyo
21-02773,Male,33,BSCS,Private,Living with Partner,78013,Islam,Oranbo
21-02774,Female,25,ABPSYCH,Private,Single,123630,Undetermined,Bagong Ilog
21-02775,Male,26,BSECE,Public,Single Parent,68618,Roman Catholic,Teresa
21-02776,Female,26,BEED,Public,Separated,63091,Undetermined,Catanduanes
21-02777,Female,25,BSA,Private,Widower,35666,Baptist,Maybunga
21-02778,Male,22,BSECE,Private,Separated,27928,Members Church of God International,Santo Tomas
21-02779,Female,20,BSN,Private,Married,26294,Atheist,Kapitolyo
21-02780,Male,27,BSCS,Public,Living with Partner,20834,Born - Again Christian,Santa Rosa
21-02781,Male,25,ABPSYCH,Private,Single Parent,112880,No Religion,Pateros
21-02782,Female,24,BEED,Public,Widower,108426,Methodist,Pateros
21-02783,Female,29,BSED-MATH,Public,Single,80429,LDS Mormon,Oranbo
21-02784,Female,33,BSED-ENG,Public,Married,26957,World Mission Society Church of God,Quezon City
21-02785,Female,22,BSHM,Public,Separated,65382,Iglesia Ni Cristo,San Joaquin
21-02786,Male,28,BSA,Public,Widower,61285,Roman Catholic,Maybunga
21-02787,Male,23,BSECE,Public,Widower,18409,Jehovah's Witness,Marikina City
21-02788,Female,29,BSA,Public,Living with Partner,91353,Born - Again Christian,San Jose
21-02789,Male,30,BSHM,Private,Single Parent,74027,Jehovah's Witness,Dela Paz
21-02790,Female,27,BSN,Private,Married,29434,Agnostic,Bambang
21-02791,Female,20,ABPSYCH,Public,Single,132755,The Church of Jesus Christ of Latter-Day Saints,Dela Paz
21-02792,Male,25,ABPSYCH,Public,Living with Partner,128567,Agnostic,Oranbo
21-02793,Male,24,BSECE,Private,Married,87829,Aglipay,San Nicolas
21-02794,Female,30,BSED-ENG,Private,Single,62226,Islam,Malinao
21-02795,Female,35,ABPSYCH,Public,Single,133634,Baptist,Pineda
21-02796,Female,21,BSECE,Public,Living with Partner,129929,Baptist,San Joaquin
21-02797,Female,28,BSIT,Private,Single Parent,49553,Protestant/Pentecostal,Antipolo
21-02798,Female,23,BSED-FIL,Private,Separated,12680,Iglesia Ni Cristo,San Antonio
21-02799,Male,30,BSA,Private,Married,123012,Iglesia Ni Cristo,Marikina City
21-02800,Female,16,BSED-ENG,Private,Married,72276,The Church of Jesus Christ of Latter-Day Saints,Pineda
21-02801,Female,21,ABPSYCH,Private,Living with Partner,129676,Members Church of God International,Rosario
21-02802,Male,24,BSED-MATH,Public,Single Parent,15448,Atheist,Sagad
21-02803,Female,30,BSHM,Private,Married,47970,Methodist,Cavite
21-02804,Female,27,BSED-FIL,Public,Single Parent,48722,Born - Again Christian,Bambang
21-02805,Female,35,BSED-ENG,Public,Separated,118687,Aglipay,Antipolo
21-02806,Male,17,BEED,Public,Widower,68597,Undetermined,Bagong Ilog
21-02807,Male,25,BSED-MATH,Public,Married,11123,Islam,Cainta
21-02808,Male,24,BSHM,Public,Married,59423,Methodist,Bagong Ilog
21-02809,Female,33,BSED-FIL,Private,Separated,89201,World Mission Society Church of God,Pateros
21-02810,Female,25,BSCS,Public,Single Parent,61294,Baptist,Pateros
21-02811,Female,28,ABPSYCH,Private,Single,71838,World Mission Society Church of God,Santolan
21-02812,Male,25,BSHM,Private,Widower,122243,Undetermined,Pineda
21-02813,Male,17,BSCS,Public,Single,32079,Roman Catholic,San Antonio
21-02814,Female,24,BSED-FIL,Private,Living with Partner,23376,Jehovah's Witness,Cainta
21-02815,Female,21,BSIT,Public,Separated,41868,Born - Again Christian,Cainta
21-02816,Female,25,BSHM,Private,Separated,37610,Born - Again Christian,Caniogan
21-02817,Female,25,BSA,Private,Living with Partner,82979,Methodist,San Miguel
21-02818,Female,16,BEED,Public,Single,137161,The Church of Jesus Christ of Latter-Day Saints,Manggahan
21-02819,Male,18,BSECE,Public,Single,96673,Roman Catholic,Mandaluyong City
21-02820,Male,23,BSBA,Public,Single Parent,61785,Methodist,"Montalban, Rizal"
21-02821,Female,34,BSBA,Private,Single Parent,9568,Seventh-Day Adventist,San Joaquin
21-02822,Female,24,BSIT,Public,Separated,50911,Islam,San Jose
21-02823,Female,34,BEED,Public,Single Parent,38423,Iglesia Ni Cristo,Quezon City
21-02824,Male,26,BSCS,Private,Married,38650,Baptist,Bagong Ilog
21-02825,Female,33,BSIT,Private,Living with Partner,127836,Islam,San Nicolas
21-02826,Male,35,BSED-FIL,Public,Living with Partner,130376,Roman Catholic,Cainta
21-02827,Male,29,BSCS,Private,Single Parent,41261,Atheist,Caniogan
21-02828,Male,22,BSN,Private,Married,94153,Members Church of God International,Maybunga
21-02829,Female,20,BSED-MATH,Private,Widower,58672,World Mission Society Church of God,Santolan
21-02830,Male,21,BEED,Private,Single Parent,16666,Protestant/Pentecostal,Marikina City
21-02831,Male,35,BSED-FIL,Private,Single Parent,112330,Methodist,Santa Rosa
21-02832,Male,31,BSIT,Public,Separated,112279,World Mission Society Church of God,Marikina City
21-02833,Male,20,BSA,Public,Married,72670,Baptist,Santolan
21-02834,Female,19,BSCS,Public,Single,48261,Agnostic,San Miguel
21-02835,Female,26,BSN,Private,Single,96289,LDS Mormon,Taytay
21-02836,Female,29,BSCS,Private,Widower,41484,Born - Again Christian,Kapasigan
21-02837,Female,21,BSA,Public,Single,47301,Islam,Cainta
21-02838,Female,17,BSN,Private,Separated,89136,Seventh-Day Adventist,Pateros
21-02839,Female,17,BSIT,Private,Single,64587,Agnostic,Malinao
21-02840,Female,34,BSECE,Private,Single,117654,Methodist,Palatiw
21-02841,Male,34,BSA,Private,Single,134846,Seventh-Day Adventist,Kapitolyo
21-02842,Female,23,ABPSYCH,Public,Separated,26362,LDS Mormon,Taytay
21-02843,Male,21,BSBA,Private,Widower,23226,World Mission Society Church of God,Maybunga
21-02844,Male,22,BEED,Private,Married,36804,Born - Again Christian,Mandaluyong City
21-02845,Male,26,BEED,Public,Living with Partner,52586,World Mission Society Church of God,San Miguel
21-02846,Male,21,BSBA,Private,Widower,134439,Islam,Kapitolyo
21-02847,Male,27,BSBA,Private,Widower,129904,No Religion,Caniogan
21-02848,Female,31,BSBA,Private,Married,35989,No Religion,Teresa
21-02849,Female,18,BSBA,Public,Single Parent,136232,Undetermined,Buting
21-02850,Male,26,BSBA,Private,Married,98074,LDS Mormon,Santo Tomas
21-02851,Male,27,BSED-FIL,Private,Single,84223,Baptist,Antipolo
21-02852,Male,19,BSCS,Public,Living with Partner,98388,Jehovah's Witness,Bagong Ilog
21-02853,Male,27,BSECE,Public,Single Parent,69056,Atheist,San Miguel
21-02854,Male,23,BEED,Private,Single,84042,The Church of Jesus Christ of Latter-Day Saints,Bulacan
21-02855,Female,34,BSA,Private,Single Parent,8053,No Religion,Caniogan
21-02856,Female,25,ABPSYCH,Private,Living with Partner,99786,Protestant/Pentecostal,Marikina City
21-02857,Male,19,BSECE,Public,Separated,8506,Aglipay,Pateros
21-02858,Female,32,BSHM,Public,Widower,14560,Protestant/Pentecostal,Sumilang
21-02859,Male,16,BSED-ENG,Private,Single,126829,Jehovah's Witness,Antipolo
21-02860,Female,33,BSED-MATH,Public,Single Parent,34677,The Church of Jesus Christ of Latter-Day Saints,Rosario
21-02861,Male,16,BSIT,Private,Widower,31594,No Religion,Bulacan
21-02862,Female,19,BSED-ENG,Private,Single,13623,Undetermined,Marikina City
21-02863,Female,21,BSN,Private,Married,98182,Seventh-Day Adventist,Marikina City
21-02864,Female,33,BSED-ENG,Public,Single Parent,40866,Atheist,Taytay
21-02865,Male,18,BSN,Public,Single,129684,LDS Mormon,Oranbo
21-02866,Female,33,BEED,Private,Single Parent,71384,Undetermined,San Jose
21-02867,Male,24,BSECE,Private,Single Parent,87176,Seventh-Day Adventist,Catanduanes
21-02868,Female,22,BSECE,Public,Separated,29726,Atheist,Pineda
21-02869,Male,16,BSN,Public,Single,103142,Atheist,Dela Paz
21-02870,Male,19,BSED-FIL,Public,Single,103629,Jehovah's Witness,Manggahan
21-02871,Male,35,BSECE,Public,Single Parent,125451,Iglesia Ni Cristo,Santa Rosa
21-02872,Male,16,BSCS,Public,Single,25635,LDS Mormon,Rosario
21-02873,Female,30,BSECE,Public,Single Parent,53468,Agnostic,Taytay
21-02874,Female,32,BSCS,Public,Single Parent,55117,Undetermined,Taguig City
21-02875,Female,32,BSED-MATH,Private,Widower,23456,LDS Mormon,Dela Paz
21-02876,Female,32,BSHM,Private,Widower,96719,Islam,Pinagbuhatan
21-02877,Female,25,BSED-MATH,Private,Widower,94788,Baptist,Maybunga
21-02878,Male,25,BSHM,Public,Widower,133242,Baptist,Santo Tomas
21-02879,Male,28,BSCS,Public,Separated,139818,Iglesia Ni Cristo,Cainta
21-02880,Female,32,BSA,Private,Single,52989,Members Church of God International,Cavite
21-02881,Male,34,BSECE,Public,Living with Partner,56688,Protestant/Pentecostal,Santa Rosa
21-02882,Female,30,BSIT,Public,Living with Partner,31286,Islam,Cainta
21-02883,Female,25,BSHM,Public,Single Parent,12308,Born - Again Christian,Palatiw
21-02884,Male,32,BSA,Private,Widower,134139,Iglesia Ni Cristo,Dela Paz
21-02885,Female,25,BEED,Private,Single Parent,16867,Iglesia Ni Cristo,Taguig City
21-02886,Female,34,BSCS,Public,Living with Partner,104056,Undetermined,Taytay
21-02887,Female,29,BSIT,Public,Separated,80104,Methodist,Bagong Katipunan
21-02888,Male,17,BSBA,Private,Single Parent,30786,Agnostic,Sumilang
21-02889,Male,30,BSECE,Private,Living with Partner,73579,Undetermined,Santo Tomas
21-02890,Female,34,BSED-ENG,Public,Single,71481,Members Church of God International,Quezon City
21-02891,Female,27,BSED-FIL,Private,Living with Partner,112571,Jehovah's Witness,Cavite
21-02892,Male,26,BSBA,Public,Living with Partner,40224,Protestant/Pentecostal,Santa Lucia
21-02893,Female,33,BSBA,Public,Living with Partner,65877,Atheist,Cavite
21-02894,Female,25,BSECE,Private,Single Parent,17441,Roman Catholic,San Jose
21-02895,Female,32,BSED-ENG,Private,Separated,72358,Seventh-Day Adventist,San Nicolas
21-02896,Female,30,BSED-FIL,Public,Widower,100523,Methodist,San Antonio
21-02897,Male,28,BSED-ENG,Private,Single,108517,Members Church of God International,"Montalban, Rizal"
21-02898,Male,18,ABPSYCH,Public,Living with Partner,44091,The Church of Jesus Christ of Latter-Day Saints,Kapasigan
21-02899,Male,16,BSBA,Private,Widower,70171,Protestant/Pentecostal,Oranbo
21-02900,Female,23,BSED-ENG,Public,Separated,26325,Born - Again Christian,Kapasigan
21-02901,Female,31,BSIT,Private,Single,127530,Atheist,Mandaluyong City
21-02902,Female,23,BSHM,Public,Living with Partner,78101,Aglipay,Santa Cruz
21-02903,Female,26,BEED,Private,Single,69986,Methodist,Santa Lucia
21-02904,Female,32,BSED-MATH,Private,Single,33977,Roman Catholic,Maybunga
21-02905,Female,35,BEED,Public,Single Parent,70691,Roman Catholic,Santo Tomas
21-02906,Female,20,BSECE,Private,Widower,57153,Aglipay,Taytay
21-02907,Male,29,BSHM,Private,Living with Partner,22982,World Mission Society Church of God,Santa Rosa
21-02908,Male,26,BSED-FIL,Public,Living with Partner,53963,Jehovah's Witness,Rosario
21-02909,Male,28,BSCS,Public,Single,103318,Islam,San Joaquin
21-02910,Male,18,BSECE,Public,Single Parent,8597,Aglipay,Bagong Ilog
21-02911,Male,20,ABPSYCH,Public,Single,136213,Methodist,San Miguel
21-02912,Male,25,ABPSYCH,Private,Widower,84324,No Religion,Santo Tomas
21-02913,Female,30,BSED-MATH,Public,Married,84993,LDS Mormon,Malinao
21-02914,Female,25,BSED-FIL,Public,Widower,93799,No Religion,Antipolo
21-02915,Female,31,BSED-FIL,Private,Separated,43346,Members Church of God International,Bagong Katipunan
21-02916,Male,34,BSN,Public,Widower,46978,LDS Mormon,Pateros
21-02917,Female,23,BSED-ENG,Public,Separated,84667,No Religion,Bagong Katipunan
21-02918,Female,35,BSED-FIL,Public,Widower,41044,Baptist,"Montalban, Rizal"
21-02919,Female,27,BSED-ENG,Private,Separated,40414,Methodist,Santa Lucia
21-02920,Male,22,BSED-MATH,Public,Living with Partner,65261,Born - Again Christian,Kalawaan
21-02921,Male,25,BSCS,Private,Living with Partner,117237,Members Church of God International,San Miguel
21-02922,Male,20,BSECE,Public,Separated,113021,Islam,Pateros
21-02923,Female,19,BSECE,Public,Married,117624,Roman Catholic,Maybunga
21-02924,Male,18,ABPSYCH,Public,Living with Partner,30340,Islam,Oranbo
21-02925,Male,28,BSHM,Public,Widower,36996,World Mission Society Church of God,Cainta
21-02926,Male,18,BSED-MATH,Private,Married,8875,Iglesia Ni Cristo,Manggahan
21-02927,Female,19,BEED,Private,Single,134142,Agnostic,Pinagbuhatan
21-02928,Male,30,BSN,Public,Separated,132857,Baptist,Maybunga
21-02929,Male,19,BSIT,Public,Living with Partner,62150,Agnostic,Catanduanes
21-02930,Male,34,BSBA,Public,Separated,19386,The Church of Jesus Christ of Latter-Day Saints,Santa Cruz
21-02931,Female,35,BSECE,Public,Married,38648,Members Church of God International,Taguig City
21-02932,Male,22,BSED-MATH,Private,Single Parent,20141,World Mission Society Church of God,Santolan
21-02933,Male,21,BSBA,Private,Married,104047,Protestant/Pentecostal,Cavite
21-02934,Female,34,BSBA,Public,Widower,126915,Iglesia Ni Cristo,Pinagbuhatan
21-02935,Female,32,BSECE,Private,Widower,113969,Seventh-Day Adventist,Mandaluyong City
21-02936,Female,20,BSIT,Public,Living with Partner,78053,World Mission Society Church of God,Cainta
